method,repeat,g,n,mmd,t,num_points_selected
compress_kt,3,6,10000,0.00015785819097854925,0.00028204917907714844,4096
compresspp_kt,3,6,10000,0.0064926841748904895,0.47258615493774414,64
compress_kt,4,6,10000,0.00015785819097854925,0.0004360675811767578,4096
compresspp_kt,4,6,10000,0.0063537892036694965,0.4599311351776123,64
compress_kt,5,6,10000,0.00015785819097854925,0.00027632713317871094,4096
compresspp_kt,5,6,10000,0.006512203965498342,0.46520090103149414,64
compress_kt,6,6,10000,0.00015785819097854925,0.0004489421844482422,4096
compresspp_kt,6,6,10000,0.006534564542182181,0.47675108909606934,64
compress_kt,7,6,10000,0.00015785819097854925,0.0004279613494873047,4096
compresspp_kt,7,6,10000,0.00631098600698804,0.4800271987915039,64
compress_kt,8,6,10000,0.00015785819097854925,0.0002741813659667969,4096
compresspp_kt,8,6,10000,0.006445936950902259,0.478762149810791,64
compress_kt,9,6,10000,0.00015785819097854925,0.0003609657287597656,4096
compresspp_kt,9,6,10000,0.006425203957349801,0.4958689212799072,64
compress_kt,10,6,10000,0.00015785819097854925,0.0004658699035644531,4096
compresspp_kt,10,6,10000,0.006299291266188334,0.4553050994873047,64
compress_kt,11,6,10000,0.00015785819097854925,0.0002989768981933594,4096
compresspp_kt,11,6,10000,0.006383730520101327,0.46826696395874023,64
compress_kt,12,6,10000,0.00015785819097854925,0.00025272369384765625,4096
compresspp_kt,12,6,10000,0.006389370593771704,0.47818803787231445,64
compress_kt,13,6,10000,0.00015785819097854925,0.00025200843811035156,4096
compresspp_kt,13,6,10000,0.006433297601857291,0.4785780906677246,64
compress_kt,14,6,10000,0.00015785819097854925,0.00042700767517089844,4096
compresspp_kt,14,6,10000,0.006402295380185802,0.4628908634185791,64
compress_kt,15,6,10000,0.00015785819097854925,0.0002810955047607422,4096
compresspp_kt,15,6,10000,0.00646333460788015,0.4794650077819824,64
compress_kt,16,6,10000,0.00015785819097854925,0.0002620220184326172,4096
compresspp_kt,16,6,10000,0.0064193284594099564,0.4611659049987793,64
compress_kt,17,6,10000,0.00015785819097854925,0.0002770423889160156,4096
compresspp_kt,17,6,10000,0.0064364024398553266,0.47216010093688965,64
compress_kt,18,6,10000,0.00015785819097854925,0.0004100799560546875,4096
compresspp_kt,18,6,10000,0.0064219813006257676,0.4704709053039551,64
compress_kt,19,6,10000,0.00015785819097854925,0.0004208087921142578,4096
compresspp_kt,19,6,10000,0.006276938472712296,0.4797828197479248,64
compress_kt,20,6,10000,0.00015785819097854925,0.00040984153747558594,4096
compresspp_kt,20,6,10000,0.006465311044970418,0.4845409393310547,64
compress_kt,21,6,10000,0.00015785819097854925,0.0002758502960205078,4096
compresspp_kt,21,6,10000,0.00646117485286235,0.4658811092376709,64
compress_kt,22,6,10000,0.00015785819097854925,0.0004489421844482422,4096
compresspp_kt,22,6,10000,0.006415474565908408,0.4605278968811035,64
compress_kt,23,6,10000,0.00015785819097854925,0.0004432201385498047,4096
compresspp_kt,23,6,10000,0.006446209265691477,0.4739811420440674,64
compress_kt,24,6,10000,0.00015785819097854925,0.0002779960632324219,4096
compresspp_kt,24,6,10000,0.0065586875935182976,0.4799659252166748,64
compress_kt,25,6,10000,0.00015785819097854925,0.0002906322479248047,4096
compresspp_kt,25,6,10000,0.006398883040364817,0.47207188606262207,64
compress_kt,26,6,10000,0.00015785819097854925,0.00042700767517089844,4096
compresspp_kt,26,6,10000,0.006409555393721511,0.45997190475463867,64
compress_kt,27,6,10000,0.00015785819097854925,0.0004558563232421875,4096
compresspp_kt,27,6,10000,0.006459869716864186,0.47026705741882324,64
compress_kt,28,6,10000,0.00015785819097854925,0.0002498626708984375,4096
compresspp_kt,28,6,10000,0.006584225995841186,0.4685940742492676,64
compress_kt,29,6,10000,0.00015785819097854925,0.0002491474151611328,4096
compresspp_kt,29,6,10000,0.006400020411990726,0.4726369380950928,64
compress_kt,30,6,10000,0.00015785819097854925,0.00027108192443847656,4096
compresspp_kt,30,6,10000,0.006325569691117389,0.47647905349731445,64
compress_kt,31,6,10000,0.00015785819097854925,0.0004401206970214844,4096
compresspp_kt,31,6,10000,0.006353376466837063,0.47910284996032715,64
compress_kt,32,6,10000,0.00015785819097854925,0.00028514862060546875,4096
compresspp_kt,32,6,10000,0.006417122939371023,0.47666287422180176,64
compress_kt,0,7,10000,0.00015785819097854925,0.00043010711669921875,4096
compresspp_kt,0,7,10000,0.0066045600216340095,0.4912278652191162,64
compress_kt,1,7,10000,0.00015785819097854925,0.0002880096435546875,4096
compresspp_kt,1,7,10000,0.006515937329263977,0.4689030647277832,64
compress_kt,2,7,10000,0.00015785819097854925,0.00041794776916503906,4096
compresspp_kt,2,7,10000,0.006307269687240963,0.46903395652770996,64
compress_kt,3,7,10000,0.00015785819097854925,0.00025916099548339844,4096
compresspp_kt,3,7,10000,0.0064097808829028935,0.4790511131286621,64
compress_kt,4,7,10000,0.00015785819097854925,0.00028586387634277344,4096
compresspp_kt,4,7,10000,0.006628304656874445,0.47984910011291504,64
compress_kt,5,7,10000,0.00015785819097854925,0.0002949237823486328,4096
compresspp_kt,5,7,10000,0.006489970112104559,0.46419405937194824,64
compress_kt,6,7,10000,0.00015785819097854925,0.0004229545593261719,4096
compresspp_kt,6,7,10000,0.006528862070308866,0.4627358913421631,64
compress_kt,7,7,10000,0.00015785819097854925,0.00045180320739746094,4096
compresspp_kt,7,7,10000,0.006287078026432663,0.46198081970214844,64
compress_kt,8,7,10000,0.00015785819097854925,0.0004291534423828125,4096
compresspp_kt,8,7,10000,0.006490703144411802,0.47763681411743164,64
compress_kt,9,7,10000,0.00015785819097854925,0.00043487548828125,4096
compresspp_kt,9,7,10000,0.006536753462580952,0.47774529457092285,64
compress_kt,10,7,10000,0.00015785819097854925,0.0002849102020263672,4096
compresspp_kt,10,7,10000,0.006409144291248281,0.48142194747924805,64
compress_kt,11,7,10000,0.00015785819097854925,0.00028705596923828125,4096
compresspp_kt,11,7,10000,0.006425981399839437,0.4792449474334717,64
compress_kt,12,7,10000,0.00015785819097854925,0.0004391670227050781,4096
compresspp_kt,12,7,10000,0.006394702887703302,0.49936389923095703,64
compress_kt,13,7,10000,0.00015785819097854925,0.000453948974609375,4096
compresspp_kt,13,7,10000,0.006368265672741319,0.46360087394714355,64
compress_kt,14,7,10000,0.00015785819097854925,0.0004119873046875,4096
compresspp_kt,14,7,10000,0.006348995421007253,0.4762449264526367,64
compress_kt,15,7,10000,0.00015785819097854925,0.0004489421844482422,4096
compresspp_kt,15,7,10000,0.0063215783035984185,0.4629058837890625,64
compress_kt,16,7,10000,0.00015785819097854925,0.00038123130798339844,4096
compresspp_kt,16,7,10000,0.0065337749792742095,0.46723079681396484,64
compress_kt,17,7,10000,0.00015785819097854925,0.0002849102020263672,4096
compresspp_kt,17,7,10000,0.006471863982404152,0.46323418617248535,64
compress_kt,18,7,10000,0.00015785819097854925,0.0004169940948486328,4096
compresspp_kt,18,7,10000,0.006467379465165207,0.4615020751953125,64
compress_kt,19,7,10000,0.00015785819097854925,0.0004200935363769531,4096
compresspp_kt,19,7,10000,0.006311020802719142,0.480330228805542,64
compress_kt,20,7,10000,0.00015785819097854925,0.0004119873046875,4096
compresspp_kt,20,7,10000,0.006378714572367605,0.47805309295654297,64
compress_kt,21,7,10000,0.00015785819097854925,0.0002849102020263672,4096
compresspp_kt,21,7,10000,0.006500679673178772,0.4760739803314209,64
compress_kt,22,7,10000,0.00015785819097854925,0.0002739429473876953,4096
compresspp_kt,22,7,10000,0.006545661373291656,0.4788241386413574,64
compress_kt,23,7,10000,0.00015785819097854925,0.0002849102020263672,4096
compresspp_kt,23,7,10000,0.006437779998537452,0.47072887420654297,64
compress_kt,24,7,10000,0.00015785819097854925,0.0003921985626220703,4096
compresspp_kt,24,7,10000,0.006494107330265647,0.4632399082183838,64
compress_kt,25,7,10000,0.00015785819097854925,0.0004639625549316406,4096
compresspp_kt,25,7,10000,0.006377515798776046,0.4813218116760254,64
compress_kt,26,7,10000,0.00015785819097854925,0.0003941059112548828,4096
compresspp_kt,26,7,10000,0.0064689021238641675,0.47777605056762695,64
compress_kt,27,7,10000,0.00015785819097854925,0.0002911090850830078,4096
compresspp_kt,27,7,10000,0.006518062836923744,0.4731638431549072,64
compress_kt,28,7,10000,0.00015785819097854925,0.00045299530029296875,4096
compresspp_kt,28,7,10000,0.006401560055948496,0.4619121551513672,64
compress_kt,29,7,10000,0.00015785819097854925,0.0002872943878173828,4096
compresspp_kt,29,7,10000,0.0065525375626036,0.4670729637145996,64
compress_kt,30,7,10000,0.00015785819097854925,0.0002830028533935547,4096
compresspp_kt,30,7,10000,0.006571657820267529,0.46515989303588867,64
compress_kt,31,7,10000,0.00015785819097854925,0.00044608116149902344,4096
compresspp_kt,31,7,10000,0.006199895591825155,0.48321080207824707,64
compress_kt,32,7,10000,0.00015785819097854925,0.00044798851013183594,4096
compresspp_kt,32,7,10000,0.0063276062469656835,0.47479796409606934,64
compress_kt,0,8,10000,0.00015785819097854925,0.00043392181396484375,4096
compresspp_kt,0,8,10000,0.006427000416924428,0.48057103157043457,64
compress_kt,1,8,10000,0.00015785819097854925,0.00026416778564453125,4096
compresspp_kt,1,8,10000,0.006581278049983957,0.4830930233001709,64
compress_kt,2,8,10000,0.00015785819097854925,0.0002779960632324219,4096
compresspp_kt,2,8,10000,0.006333636529850223,0.47502779960632324,64
compress_kt,3,8,10000,0.00015785819097854925,0.00026607513427734375,4096
compresspp_kt,3,8,10000,0.006639566476042302,0.47405505180358887,64
compress_kt,4,8,10000,0.00015785819097854925,0.0002570152282714844,4096
compresspp_kt,4,8,10000,0.006423969871896251,0.47306013107299805,64
compress_kt,5,8,10000,0.00015785819097854925,0.00028395652770996094,4096
compresspp_kt,5,8,10000,0.0065711283575313195,0.4706439971923828,64
compress_kt,6,8,10000,0.00015785819097854925,0.0002460479736328125,4096
compresspp_kt,6,8,10000,0.006351549758071506,0.46476006507873535,64
compress_kt,7,8,10000,0.00015785819097854925,0.0002582073211669922,4096
compresspp_kt,7,8,10000,0.006578597083066268,0.46810126304626465,64
compress_kt,8,8,10000,0.00015785819097854925,0.0002951622009277344,4096
compresspp_kt,8,8,10000,0.006571239692260061,0.4707210063934326,64
compress_kt,9,8,10000,0.00015785819097854925,0.0002999305725097656,4096
compresspp_kt,9,8,10000,0.00660722114689094,0.47722911834716797,64
compress_kt,10,8,10000,0.00015785819097854925,0.0004570484161376953,4096
compresspp_kt,10,8,10000,0.006441488123980821,0.4812171459197998,64
compress_kt,11,8,10000,0.00015785819097854925,0.0002849102020263672,4096
compresspp_kt,11,8,10000,0.00648312550516747,0.4837486743927002,64
compress_kt,12,8,10000,0.00015785819097854925,0.0004420280456542969,4096
compresspp_kt,12,8,10000,0.0062854269304804256,0.48103809356689453,64
compress_kt,13,8,10000,0.00015785819097854925,0.0002980232238769531,4096
compresspp_kt,13,8,10000,0.006374408340349885,0.46271276473999023,64
compress_kt,14,8,10000,0.00015785819097854925,0.0004150867462158203,4096
compresspp_kt,14,8,10000,0.006238682042574356,0.47344398498535156,64
compress_kt,15,8,10000,0.00015785819097854925,0.0004239082336425781,4096
compresspp_kt,15,8,10000,0.00648558839806232,0.4655799865722656,64
compress_kt,16,8,10000,0.00015785819097854925,0.0002841949462890625,4096
compresspp_kt,16,8,10000,0.006523649511518154,0.4805562496185303,64
compress_kt,17,8,10000,0.00015785819097854925,0.00026702880859375,4096
compresspp_kt,17,8,10000,0.006459090913099125,0.46972107887268066,64
compress_kt,18,8,10000,0.00015785819097854925,0.0004291534423828125,4096
compresspp_kt,18,8,10000,0.006485893316191038,0.47087669372558594,64
compress_kt,19,8,10000,0.00015785819097854925,0.00028014183044433594,4096
compresspp_kt,19,8,10000,0.006319000703671779,0.46298909187316895,64
compress_kt,20,8,10000,0.00015785819097854925,0.0002880096435546875,4096
compresspp_kt,20,8,10000,0.006620549200168302,0.47707200050354004,64
compress_kt,21,8,10000,0.00015785819097854925,0.0003790855407714844,4096
compresspp_kt,21,8,10000,0.006491874688729887,0.49510812759399414,64
compress_kt,22,8,10000,0.00015785819097854925,0.0004899501800537109,4096
compresspp_kt,22,8,10000,0.006339521259864034,0.4919319152832031,64
compress_kt,23,8,10000,0.00015785819097854925,0.0003819465637207031,4096
compresspp_kt,23,8,10000,0.00648476709555687,0.4774148464202881,64
compress_kt,24,8,10000,0.00015785819097854925,0.00044417381286621094,4096
compresspp_kt,24,8,10000,0.006316865957888523,0.4678080081939697,64
compress_kt,25,8,10000,0.00015785819097854925,0.00026297569274902344,4096
compresspp_kt,25,8,10000,0.0062597124756066935,0.47934889793395996,64
compress_kt,26,8,10000,0.00015785819097854925,0.000263214111328125,4096
compresspp_kt,26,8,10000,0.006465963123039431,0.4821293354034424,64
compress_kt,27,8,10000,0.00015785819097854925,0.0004260540008544922,4096
compresspp_kt,27,8,10000,0.006517420119184353,0.4768807888031006,64
compress_kt,28,8,10000,0.00015785819097854925,0.0004248619079589844,4096
compresspp_kt,28,8,10000,0.006414812402059267,0.4641530513763428,64
compress_kt,29,8,10000,0.00015785819097854925,0.00026988983154296875,4096
compresspp_kt,29,8,10000,0.006477737534637068,0.4710249900817871,64
compress_kt,30,8,10000,0.00015785819097854925,0.0004439353942871094,4096
compresspp_kt,30,8,10000,0.006537222091870187,0.5200738906860352,64
compress_kt,31,8,10000,0.00015785819097854925,0.00041294097900390625,4096
compresspp_kt,31,8,10000,0.0064032937017335645,0.476287841796875,64
compress_kt,32,8,10000,0.00015785819097854925,0.00026702880859375,4096
compresspp_kt,32,8,10000,0.006456800656255479,0.4729127883911133,64
compress_kt,0,9,10000,0.00015785819097854925,0.00045299530029296875,4096
compresspp_kt,0,9,10000,0.006307564294217721,0.4800748825073242,64
compress_kt,1,9,10000,0.00015785819097854925,0.00027108192443847656,4096
compresspp_kt,1,9,10000,0.006579068355180351,0.4667699337005615,64
compress_kt,2,9,10000,0.00015785819097854925,0.00041604042053222656,4096
compresspp_kt,2,9,10000,0.006525660392742355,0.4653339385986328,64
compress_kt,3,9,10000,0.00015785819097854925,0.0002949237823486328,4096
compresspp_kt,3,9,10000,0.006548901558562165,0.4785940647125244,64
compress_kt,4,9,10000,0.00015785819097854925,0.0004680156707763672,4096
compresspp_kt,4,9,10000,0.006462660032206163,0.4805300235748291,64
compress_kt,5,9,10000,0.00015785819097854925,0.0003509521484375,4096
compresspp_kt,5,9,10000,0.006352268029796271,0.46562910079956055,64
compress_kt,6,9,10000,0.00015785819097854925,0.00045013427734375,4096
compresspp_kt,6,9,10000,0.0063714382190143415,0.4634549617767334,64
compress_kt,7,9,10000,0.00015785819097854925,0.0002849102020263672,4096
compresspp_kt,7,9,10000,0.006409172782477296,0.46529507637023926,64
compress_kt,8,9,10000,0.00015785819097854925,0.0003788471221923828,4096
compresspp_kt,8,9,10000,0.006406751360856999,0.47611284255981445,64
compress_kt,9,9,10000,0.00015785819097854925,0.00023818016052246094,4096
compresspp_kt,9,9,10000,0.006531257800368173,0.4796452522277832,64
compress_kt,10,9,10000,0.00015785819097854925,0.00048828125,4096
compresspp_kt,10,9,10000,0.006554360068860593,0.4670379161834717,64
compress_kt,11,9,10000,0.00015785819097854925,0.00045108795166015625,4096
compresspp_kt,11,9,10000,0.006562102818935989,0.4731557369232178,64
compress_kt,12,9,10000,0.00015785819097854925,0.00024700164794921875,4096
compresspp_kt,12,9,10000,0.006445747415053105,0.4964931011199951,64
compress_kt,13,9,10000,0.00015785819097854925,0.00042700767517089844,4096
compresspp_kt,13,9,10000,0.006196314684914744,0.4689300060272217,64
compress_kt,14,9,10000,0.00015785819097854925,0.00043320655822753906,4096
compresspp_kt,14,9,10000,0.006423560114509286,0.47501206398010254,64
compress_kt,15,9,10000,0.00015785819097854925,0.00027298927307128906,4096
compresspp_kt,15,9,10000,0.006497859079316409,0.480496883392334,64
compress_kt,16,9,10000,0.00015785819097854925,0.0004253387451171875,4096
compresspp_kt,16,9,10000,0.006426611725227127,0.4772510528564453,64
compress_kt,17,9,10000,0.00015785819097854925,0.00029087066650390625,4096
compresspp_kt,17,9,10000,0.006347902741745626,0.4635179042816162,64
compress_kt,18,9,10000,0.00015785819097854925,0.0004360675811767578,4096
compresspp_kt,18,9,10000,0.006546424863404815,0.47000694274902344,64
compress_kt,19,9,10000,0.00015785819097854925,0.0002810955047607422,4096
compresspp_kt,19,9,10000,0.006485796662238252,0.4722743034362793,64
compress_kt,20,9,10000,0.00015785819097854925,0.0004038810729980469,4096
compresspp_kt,20,9,10000,0.006422752457538178,0.4821908473968506,64
compress_kt,21,9,10000,0.00015785819097854925,0.0004222393035888672,4096
compresspp_kt,21,9,10000,0.006594051145687035,0.47890210151672363,64
compress_kt,22,9,10000,0.00015785819097854925,0.0003180503845214844,4096
compresspp_kt,22,9,10000,0.006406954088564454,0.47327709197998047,64
compress_kt,23,9,10000,0.00015785819097854925,0.0003981590270996094,4096
compresspp_kt,23,9,10000,0.006241067607560519,0.47751331329345703,64
compress_kt,24,9,10000,0.00015785819097854925,0.0002486705780029297,4096
compresspp_kt,24,9,10000,0.006533536479085,0.4676196575164795,64
compress_kt,25,9,10000,0.00015785819097854925,0.0004010200500488281,4096
compresspp_kt,25,9,10000,0.006664340768550797,0.45791101455688477,64
compress_kt,26,9,10000,0.00015785819097854925,0.0002567768096923828,4096
compresspp_kt,26,9,10000,0.006366557406432605,0.4748499393463135,64
compress_kt,27,9,10000,0.00015785819097854925,0.0002682209014892578,4096
compresspp_kt,27,9,10000,0.006469681146157952,0.47676897048950195,64
compress_kt,28,9,10000,0.00015785819097854925,0.0004360675811767578,4096
compresspp_kt,28,9,10000,0.006408949257759727,0.4784121513366699,64
compress_kt,29,9,10000,0.00015785819097854925,0.00026607513427734375,4096
compresspp_kt,29,9,10000,0.006526861136817663,0.4614698886871338,64
compress_kt,30,9,10000,0.00015785819097854925,0.00026702880859375,4096
compresspp_kt,30,9,10000,0.006521352591782104,0.44753503799438477,64
compress_kt,31,9,10000,0.00015785819097854925,0.000270843505859375,4096
compresspp_kt,31,9,10000,0.006261523572038713,0.4608299732208252,64
compress_kt,32,9,10000,0.00015785819097854925,0.0003559589385986328,4096
compresspp_kt,32,9,10000,0.006570901444524185,0.4765191078186035,64
compress_kt,0,10,10000,0.00015785819097854925,0.00045299530029296875,4096
compresspp_kt,0,10,10000,0.00654480215436215,0.4712052345275879,64
compress_kt,1,10,10000,0.00015785819097854925,0.0005471706390380859,4096
compresspp_kt,1,10,10000,0.006461009825060621,0.46861910820007324,64
compress_kt,2,10,10000,0.00015785819097854925,0.00029015541076660156,4096
compresspp_kt,2,10,10000,0.006334683139598646,0.47186923027038574,64
compress_kt,3,10,10000,0.00015785819097854925,0.0003120899200439453,4096
compresspp_kt,3,10,10000,0.006515690168963223,0.4724869728088379,64
compress_kt,4,10,10000,0.00015785819097854925,0.000308990478515625,4096
compresspp_kt,4,10,10000,0.0065378257048562816,0.4696998596191406,64
compress_kt,5,10,10000,0.00015785819097854925,0.00041413307189941406,4096
compresspp_kt,5,10,10000,0.006506493985051404,0.473876953125,64
compress_kt,6,10,10000,0.00015785819097854925,0.00043582916259765625,4096
compresspp_kt,6,10,10000,0.006359755246041016,0.4730203151702881,64
compress_kt,7,10,10000,0.00015785819097854925,0.0004658699035644531,4096
compresspp_kt,7,10,10000,0.006391297342726754,0.4871799945831299,64
compress_kt,8,10,10000,0.00015785819097854925,0.0004661083221435547,4096
compresspp_kt,8,10,10000,0.006376919874206993,0.47307896614074707,64
compress_kt,9,10,10000,0.00015785819097854925,0.00031828880310058594,4096
compresspp_kt,9,10,10000,0.0064414322600175045,0.5163791179656982,64
compress_kt,10,10,10000,0.00015785819097854925,0.0004696846008300781,4096
compresspp_kt,10,10,10000,0.006461563743602516,0.5394711494445801,64
compress_kt,11,10,10000,0.00015785819097854925,0.0004391670227050781,4096
compresspp_kt,11,10,10000,0.006347783138283186,0.5298511981964111,64
compress_kt,12,10,10000,0.00015785819097854925,0.0005447864532470703,4096
compresspp_kt,12,10,10000,0.006396196484341837,0.5296778678894043,64
compress_kt,13,10,10000,0.00015785819097854925,0.0005037784576416016,4096
compresspp_kt,13,10,10000,0.0064810732650069924,0.46687912940979004,64
compress_kt,14,10,10000,0.00015785819097854925,0.00037384033203125,4096
compresspp_kt,14,10,10000,0.006450436717781949,0.46098899841308594,64
compress_kt,15,10,10000,0.00015785819097854925,0.00042510032653808594,4096
compresspp_kt,15,10,10000,0.00655415567859674,0.4766960144042969,64
compress_kt,16,10,10000,0.00015785819097854925,0.00041103363037109375,4096
compresspp_kt,16,10,10000,0.006226220569983676,0.484576940536499,64
compress_kt,17,10,10000,0.00015785819097854925,0.0004189014434814453,4096
compresspp_kt,17,10,10000,0.006465134430856168,0.4761240482330322,64
compress_kt,18,10,10000,0.00015785819097854925,0.0004279613494873047,4096
compresspp_kt,18,10,10000,0.006401517376930371,0.46694207191467285,64
compress_kt,19,10,10000,0.00015785819097854925,0.000415802001953125,4096
compresspp_kt,19,10,10000,0.00653492468112063,0.46678590774536133,64
compress_kt,20,10,10000,0.00015785819097854925,0.00029015541076660156,4096
compresspp_kt,20,10,10000,0.006186327818437337,0.47414302825927734,64
compress_kt,21,10,10000,0.00015785819097854925,0.00039076805114746094,4096
compresspp_kt,21,10,10000,0.006224015336973809,0.48326873779296875,64
compress_kt,22,10,10000,0.00015785819097854925,0.0002942085266113281,4096
compresspp_kt,22,10,10000,0.006232911622502085,0.46825671195983887,64
compress_kt,23,10,10000,0.00015785819097854925,0.00025916099548339844,4096
compresspp_kt,23,10,10000,0.006414371959805654,0.46109890937805176,64
compress_kt,24,10,10000,0.00015785819097854925,0.00040602684020996094,4096
compresspp_kt,24,10,10000,0.006490228235054574,0.46070194244384766,64
compress_kt,25,10,10000,0.00015785819097854925,0.00031375885009765625,4096
compresspp_kt,25,10,10000,0.006444262316347593,0.4694521427154541,64
compress_kt,26,10,10000,0.00015785819097854925,0.00043892860412597656,4096
compresspp_kt,26,10,10000,0.006402021389842694,0.4724438190460205,64
compress_kt,27,10,10000,0.00015785819097854925,0.0002799034118652344,4096
compresspp_kt,27,10,10000,0.006384815853473641,0.4776010513305664,64
compress_kt,28,10,10000,0.00015785819097854925,0.00041604042053222656,4096
compresspp_kt,28,10,10000,0.006530388754316774,0.4828982353210449,64
compress_kt,29,10,10000,0.00015785819097854925,0.0004520416259765625,4096
compresspp_kt,29,10,10000,0.006422424693432127,0.4600510597229004,64
compress_kt,30,10,10000,0.00015785819097854925,0.0004601478576660156,4096
compresspp_kt,30,10,10000,0.006516581793199222,0.48442888259887695,64
compress_kt,31,10,10000,0.00015785819097854925,0.0002899169921875,4096
compresspp_kt,31,10,10000,0.0065220091314610595,0.47282981872558594,64
compress_kt,32,10,10000,0.00015785819097854925,0.0002849102020263672,4096
compresspp_kt,32,10,10000,0.006488866281167738,0.4675428867340088,64
