dataset,type,features,testsize,size,model,explainer,strategy,compression_time_arfpy_Not needed,compression_time_iid_Not needed,compression_time_kernel_thinning_gaussian,compression_time_kernel_thinning_inverse_multiquadric,compression_time_kernel_thinning_matern,compression_time_kernel_thinning_predictions,compression_time_kernel_thinning_sobolev,compression_time_kernel_thinning_stratified,compression_time_stein_thinning_Not needed,explanation_time_arfpy_Not needed,explanation_time_iid_Not needed,explanation_time_kernel_thinning_gaussian,explanation_time_kernel_thinning_inverse_multiquadric,explanation_time_kernel_thinning_matern,explanation_time_kernel_thinning_predictions,explanation_time_kernel_thinning_sobolev,explanation_time_kernel_thinning_stratified,explanation_time_stein_thinning_Not needed,mae_arfpy_Not needed,mae_iid_Not needed,mae_kernel_thinning_gaussian,mae_kernel_thinning_inverse_multiquadric,mae_kernel_thinning_matern,mae_kernel_thinning_predictions,mae_kernel_thinning_sobolev,mae_kernel_thinning_stratified,mae_stein_thinning_Not needed,mmd_arfpy_Not needed,mmd_iid_Not needed,mmd_kernel_thinning_gaussian,mmd_kernel_thinning_inverse_multiquadric,mmd_kernel_thinning_matern,mmd_kernel_thinning_predictions,mmd_kernel_thinning_sobolev,mmd_kernel_thinning_stratified,mmd_stein_thinning_Not needed,top_k_arfpy_Not needed,top_k_iid_Not needed,top_k_kernel_thinning_gaussian,top_k_kernel_thinning_inverse_multiquadric,top_k_kernel_thinning_matern,top_k_kernel_thinning_predictions,top_k_kernel_thinning_sobolev,top_k_kernel_thinning_stratified,top_k_stein_thinning_Not needed
sarcos,Regression,21,11943,16,nn,sage,permutation,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,8.0,1.0,7.0,5.0,3.0,6.0,4.0,,2.0,6.0,7.0,2.0,3.0,1.0,4.0,8.0,,5.0,5.0,7.0,2.0,3.0,1.0,4.0,8.0,,6.0,2.0,5.0,4.0,3.0,3.0,1.0,7.0,,6.0
sarcos,Regression,21,11943,16,nn,shap,kernel,8.0,1.0,5.0,3.0,6.0,4.0,7.0,,2.0,3.0,4.0,5.0,6.0,8.0,2.0,7.0,,1.0,6.0,7.0,3.0,1.0,2.0,4.0,8.0,,5.0,5.0,7.0,2.0,3.0,1.0,4.0,8.0,,6.0,6.0,7.0,2.0,1.0,3.0,4.0,8.0,,5.0
sarcos,Regression,21,11943,16,nn,shapiq,kernel,8.0,1.0,5.0,4.0,6.0,3.0,7.0,,2.0,2.0,3.0,6.0,4.0,5.0,8.0,7.0,,1.0,6.0,7.0,2.0,3.0,1.0,4.0,8.0,,5.0,5.0,7.0,2.0,3.0,1.0,4.0,8.0,,6.0,6.0,7.0,3.0,2.0,1.0,4.0,8.0,,5.0
sarcos,Regression,21,11943,16,xgb,sage,permutation,8.0,1.0,5.0,3.0,6.0,4.0,7.0,,2.0,7.0,1.0,4.0,2.0,3.0,5.0,8.0,,6.0,6.0,7.0,4.0,2.0,1.0,3.0,8.0,,5.0,5.0,7.0,2.0,3.0,1.0,4.0,8.0,,6.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,,1.0
sarcos,Regression,21,11943,16,xgb,shap,kernel,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,6.0,1.0,5.0,4.0,3.0,7.0,2.0,,8.0,6.0,7.0,3.0,1.0,2.0,4.0,8.0,,5.0,5.0,7.0,2.0,3.0,1.0,4.0,8.0,,6.0,5.0,6.0,3.0,1.0,2.0,4.0,8.0,,7.0
sarcos,Regression,21,11943,16,xgb,shapiq,kernel,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,2.0,1.0,7.0,3.0,4.0,8.0,6.0,,5.0,6.0,7.0,2.0,1.0,3.0,4.0,8.0,,5.0,5.0,7.0,2.0,3.0,1.0,4.0,8.0,,6.0,7.0,6.0,1.0,3.0,2.0,4.0,8.0,,5.0
sarcos,Regression,21,11943,32,nn,sage,permutation,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,8.0,3.0,5.0,7.0,4.0,2.0,6.0,,1.0,6.0,7.0,1.0,4.0,2.0,3.0,8.0,,5.0,5.0,6.0,3.0,2.0,1.0,4.0,8.0,,7.0,3.0,3.0,4.0,1.0,1.0,2.0,6.0,,5.0
sarcos,Regression,21,11943,32,nn,shap,kernel,8.0,1.0,5.0,4.0,6.0,3.0,7.0,,2.0,1.0,8.0,4.0,7.0,6.0,2.0,5.0,,3.0,6.0,7.0,2.0,4.0,3.0,1.0,8.0,,5.0,5.0,6.0,3.0,2.0,1.0,4.0,8.0,,7.0,5.0,6.0,2.0,4.0,3.0,1.0,8.0,,7.0
sarcos,Regression,21,11943,32,nn,shapiq,kernel,8.0,1.0,5.0,4.0,6.0,3.0,7.0,,2.0,2.0,3.0,6.0,5.0,4.0,8.0,7.0,,1.0,6.0,7.0,3.0,4.0,1.0,2.0,8.0,,5.0,5.0,6.0,3.0,2.0,1.0,4.0,8.0,,7.0,6.0,7.0,3.0,4.0,1.0,2.0,8.0,,5.0
sarcos,Regression,21,11943,32,xgb,sage,permutation,8.0,1.0,5.0,3.0,6.0,4.0,7.0,,2.0,3.0,1.0,6.0,4.0,7.0,2.0,8.0,,5.0,6.0,7.0,1.0,3.0,2.0,4.0,8.0,,5.0,5.0,6.0,3.0,2.0,1.0,4.0,8.0,,7.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0
sarcos,Regression,21,11943,32,xgb,shap,kernel,8.0,1.0,5.0,4.0,6.0,3.0,7.0,,2.0,6.0,1.0,5.0,3.0,2.0,7.0,4.0,,8.0,7.0,6.0,1.0,4.0,2.0,3.0,8.0,,5.0,5.0,6.0,3.0,2.0,1.0,4.0,8.0,,7.0,5.0,6.0,2.0,4.0,1.0,3.0,8.0,,7.0
sarcos,Regression,21,11943,32,xgb,shapiq,kernel,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,2.0,1.0,7.0,3.0,4.0,8.0,6.0,,5.0,6.0,7.0,4.0,2.0,1.0,3.0,8.0,,5.0,5.0,6.0,3.0,2.0,1.0,4.0,8.0,,7.0,6.0,7.0,4.0,2.0,1.0,3.0,8.0,,5.0
sarcos,Regression,21,11943,64,nn,sage,permutation,8.0,1.0,3.0,2.0,5.0,4.0,7.0,,6.0,7.0,3.0,5.0,6.0,4.0,2.0,8.0,,1.0,7.0,6.0,2.0,1.0,3.0,4.0,8.0,,5.0,6.0,5.0,4.0,2.0,1.0,3.0,8.0,,7.0,2.0,3.0,5.0,2.0,1.0,2.0,6.0,,4.0
sarcos,Regression,21,11943,64,nn,shap,kernel,8.0,1.0,4.0,2.0,5.0,3.0,7.0,,6.0,1.0,6.0,4.0,8.0,7.0,2.0,5.0,,3.0,7.0,6.0,1.0,2.0,4.0,3.0,8.0,,5.0,6.0,5.0,4.0,2.0,1.0,3.0,8.0,,7.0,7.0,6.0,3.0,1.0,4.0,2.0,8.0,,5.0
sarcos,Regression,21,11943,64,nn,shapiq,kernel,8.0,1.0,5.0,4.0,6.0,3.0,7.0,,2.0,2.0,3.0,7.0,5.0,4.0,8.0,6.0,,1.0,7.0,6.0,2.0,3.0,4.0,1.0,8.0,,5.0,6.0,5.0,4.0,2.0,1.0,3.0,8.0,,7.0,7.0,6.0,3.0,4.0,2.0,1.0,8.0,,5.0
sarcos,Regression,21,11943,64,xgb,sage,permutation,8.0,1.0,4.0,2.0,5.0,3.0,7.0,,6.0,4.0,1.0,7.0,3.0,6.0,2.0,8.0,,5.0,6.0,7.0,1.0,2.0,3.0,4.0,8.0,,5.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0
sarcos,Regression,21,11943,64,xgb,shap,kernel,8.0,1.0,4.0,2.0,5.0,3.0,7.0,,6.0,6.0,5.0,3.0,2.0,1.0,7.0,4.0,,8.0,7.0,6.0,2.0,1.0,4.0,3.0,8.0,,5.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,7.0,6.0,2.0,1.0,3.0,4.0,8.0,,5.0
sarcos,Regression,21,11943,64,xgb,shapiq,kernel,8.0,1.0,3.0,2.0,6.0,4.0,7.0,,5.0,2.0,1.0,7.0,3.0,4.0,8.0,5.0,,6.0,7.0,6.0,4.0,2.0,1.0,3.0,8.0,,5.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,7.0,6.0,4.0,2.0,1.0,3.0,8.0,,5.0
sarcos,Regression,21,11943,128,nn,sage,permutation,8.0,1.0,3.0,2.0,5.0,4.0,7.0,,6.0,3.0,5.0,7.0,4.0,6.0,2.0,8.0,,1.0,7.0,5.0,6.0,3.0,2.0,1.0,8.0,,4.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,2.0,3.0,4.0,3.0,3.0,1.0,5.0,,3.0
sarcos,Regression,21,11943,128,nn,shap,kernel,8.0,1.0,4.0,2.0,5.0,3.0,7.0,,6.0,1.0,7.0,6.0,8.0,5.0,2.0,4.0,,3.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,5.0,6.0,4.0,3.0,1.0,2.0,8.0,,7.0
sarcos,Regression,21,11943,128,nn,shapiq,kernel,8.0,1.0,3.0,4.0,5.0,2.0,7.0,,6.0,2.0,3.0,7.0,6.0,5.0,8.0,4.0,,1.0,7.0,5.0,4.0,2.0,1.0,3.0,8.0,,6.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0
sarcos,Regression,21,11943,128,xgb,sage,permutation,8.0,1.0,4.0,2.0,5.0,3.0,7.0,,6.0,6.0,1.0,5.0,2.0,3.0,7.0,8.0,,4.0,6.0,3.0,7.0,4.0,5.0,1.0,8.0,,2.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0
sarcos,Regression,21,11943,128,xgb,shap,kernel,8.0,1.0,3.0,4.0,5.0,2.0,7.0,,6.0,6.0,1.0,5.0,3.0,2.0,7.0,4.0,,8.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,5.0,6.0,4.0,3.0,1.0,2.0,8.0,,7.0
sarcos,Regression,21,11943,128,xgb,shapiq,kernel,8.0,1.0,4.0,2.0,5.0,3.0,7.0,,6.0,2.0,1.0,7.0,3.0,4.0,8.0,5.0,,6.0,7.0,5.0,4.0,2.0,1.0,3.0,8.0,,6.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,7.0,5.0,3.0,1.0,2.0,4.0,8.0,,6.0
sarcos,Regression,21,11943,256,nn,sage,permutation,8.0,1.0,3.0,2.0,5.0,4.0,6.0,,7.0,2.0,7.0,6.0,5.0,4.0,3.0,8.0,,1.0,6.0,5.0,1.0,2.0,3.0,4.0,8.0,,7.0,7.0,5.0,3.0,2.0,1.0,4.0,8.0,,6.0,3.0,1.0,1.0,2.0,4.0,2.0,6.0,,5.0
sarcos,Regression,21,11943,256,nn,shap,kernel,8.0,1.0,4.0,3.0,5.0,2.0,6.0,,7.0,1.0,8.0,7.0,6.0,5.0,2.0,4.0,,3.0,6.0,5.0,4.0,1.0,2.0,3.0,8.0,,7.0,7.0,5.0,3.0,2.0,1.0,4.0,8.0,,6.0,6.0,5.0,4.0,1.0,2.0,3.0,8.0,,7.0
sarcos,Regression,21,11943,256,nn,shapiq,kernel,8.0,1.0,3.0,4.0,5.0,2.0,6.0,,7.0,2.0,3.0,7.0,5.0,4.0,8.0,6.0,,1.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0,7.0,5.0,3.0,2.0,1.0,4.0,8.0,,6.0,6.0,5.0,4.0,3.0,2.0,1.0,8.0,,7.0
sarcos,Regression,21,11943,256,xgb,sage,permutation,8.0,1.0,4.0,2.0,5.0,3.0,6.0,,7.0,4.0,2.0,1.0,5.0,3.0,7.0,8.0,,6.0,5.0,6.0,3.0,1.0,2.0,4.0,8.0,,7.0,7.0,5.0,4.0,2.0,1.0,3.0,8.0,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0
sarcos,Regression,21,11943,256,xgb,shap,kernel,8.0,1.0,3.0,2.0,4.0,5.0,6.0,,7.0,6.0,1.0,5.0,3.0,4.0,7.0,2.0,,8.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0,7.0,5.0,4.0,2.0,1.0,3.0,8.0,,6.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0
sarcos,Regression,21,11943,256,xgb,shapiq,kernel,8.0,1.0,3.0,2.0,5.0,4.0,6.0,,7.0,1.0,7.0,6.0,2.0,3.0,8.0,4.0,,5.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,7.0,5.0,4.0,2.0,1.0,3.0,8.0,,6.0,6.0,5.0,2.0,3.0,1.0,4.0,8.0,,7.0
satimage,Classification,57,1097,8,nn,expected_gradients,na,9.0,1.0,3.0,5.0,6.0,7.0,8.0,2.0,4.0,4.0,9.0,5.0,7.0,8.0,2.0,6.0,3.0,1.0,5.0,6.0,2.0,1.0,4.0,2.0,8.0,3.0,7.0,5.0,6.0,3.0,4.0,2.0,3.0,8.0,1.0,7.0,6.0,5.0,3.0,2.0,4.0,3.0,8.0,1.0,7.0
satimage,Classification,57,1097,16,nn,expected_gradients,na,9.0,1.0,5.0,3.0,4.0,6.0,8.0,2.0,7.0,4.0,9.0,5.0,7.0,8.0,2.0,6.0,3.0,1.0,6.0,5.0,4.0,2.0,3.0,4.0,8.0,1.0,7.0,6.0,5.0,1.0,2.0,3.0,1.0,8.0,4.0,7.0,6.0,5.0,3.0,2.0,4.0,3.0,8.0,1.0,7.0
satimage,Classification,57,1097,32,nn,expected_gradients,na,9.0,1.0,4.0,3.0,6.0,5.0,8.0,2.0,7.0,4.0,9.0,5.0,7.0,8.0,2.0,6.0,3.0,1.0,7.0,6.0,4.0,2.0,1.0,3.0,9.0,5.0,8.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,7.0,6.0,4.0,2.0,1.0,3.0,9.0,5.0,8.0
satimage,Classification,57,1097,64,nn,expected_gradients,na,9.0,1.0,4.0,3.0,6.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,8.0,7.0,1.0,6.0,3.0,2.0,7.0,6.0,4.0,3.0,2.0,1.0,9.0,5.0,8.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,7.0,6.0,4.0,3.0,2.0,1.0,9.0,5.0,8.0
satimage,Classification,57,1097,128,nn,expected_gradients,na,9.0,1.0,5.0,3.0,4.0,6.0,7.0,2.0,8.0,4.0,9.0,7.0,5.0,6.0,1.0,8.0,3.0,2.0,7.0,6.0,3.0,1.0,4.0,2.0,9.0,5.0,8.0,7.0,6.0,4.0,2.0,1.0,3.0,9.0,5.0,8.0,7.0,6.0,3.0,1.0,4.0,2.0,9.0,5.0,8.0
spambase,Classification,57,1097,8,nn,expected_gradients,na,9.0,1.0,4.0,3.0,5.0,6.0,8.0,2.0,7.0,4.0,9.0,5.0,7.0,8.0,3.0,6.0,2.0,1.0,8.0,7.0,1.0,2.0,4.0,3.0,9.0,5.0,6.0,7.0,6.0,1.0,2.0,3.0,4.0,9.0,5.0,8.0,8.0,7.0,3.0,6.0,4.0,5.0,9.0,2.0,1.0
spambase,Classification,57,1097,16,nn,expected_gradients,na,9.0,1.0,4.0,3.0,6.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,7.0,8.0,3.0,6.0,2.0,1.0,8.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,3.0,9.0,5.0,8.0,7.0,8.0,1.0,4.0,3.0,2.0,9.0,5.0,6.0
spambase,Classification,57,1097,32,nn,expected_gradients,na,9.0,1.0,3.0,4.0,5.0,6.0,8.0,2.0,7.0,4.0,9.0,5.0,6.0,8.0,3.0,7.0,2.0,1.0,8.0,6.0,3.0,1.0,2.0,4.0,9.0,5.0,7.0,8.0,6.0,1.0,3.0,4.0,2.0,9.0,5.0,7.0,8.0,7.0,1.0,2.0,4.0,3.0,9.0,5.0,6.0
spambase,Classification,57,1097,64,nn,expected_gradients,na,9.0,1.0,4.0,3.0,6.0,5.0,7.0,2.0,8.0,4.0,9.0,7.0,8.0,5.0,3.0,6.0,2.0,1.0,8.0,6.0,4.0,2.0,1.0,3.0,9.0,7.0,5.0,8.0,6.0,1.0,4.0,3.0,2.0,9.0,5.0,7.0,8.0,7.0,2.0,4.0,3.0,1.0,9.0,6.0,5.0
spambase,Classification,57,1097,128,nn,expected_gradients,na,8.0,1.0,3.0,2.0,4.0,5.0,6.0,,7.0,2.0,8.0,5.0,7.0,3.0,6.0,4.0,,1.0,7.0,5.0,2.0,1.0,3.0,4.0,8.0,,6.0,7.0,5.0,1.0,4.0,3.0,2.0,8.0,,6.0,7.0,5.0,1.0,2.0,4.0,3.0,8.0,,6.0
superconductivity,Regression,81,5312,16,nn,expected_gradients,na,8.0,1.0,3.0,2.0,6.0,5.0,7.0,,4.0,3.0,6.0,1.0,4.0,5.0,7.0,2.0,,8.0,6.0,5.0,3.0,4.0,2.0,1.0,7.0,,8.0,6.0,5.0,2.0,4.0,1.0,3.0,8.0,,7.0,6.0,5.0,3.0,4.0,2.0,1.0,8.0,,7.0
superconductivity,Regression,81,5312,32,nn,expected_gradients,na,8.0,1.0,3.0,2.0,5.0,4.0,7.0,,6.0,4.0,6.0,1.0,3.0,5.0,7.0,2.0,,8.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0,6.0,5.0,2.0,3.0,1.0,4.0,8.0,,7.0,5.0,6.0,3.0,4.0,1.0,2.0,8.0,,7.0
superconductivity,Regression,81,5312,64,nn,expected_gradients,na,8.0,1.0,3.0,2.0,5.0,4.0,7.0,,6.0,5.0,6.0,1.0,3.0,4.0,7.0,2.0,,8.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0,5.0,6.0,3.0,4.0,1.0,2.0,8.0,,7.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0
superconductivity,Regression,81,5312,128,nn,expected_gradients,na,8.0,1.0,3.0,2.0,5.0,4.0,7.0,,6.0,5.0,6.0,1.0,3.0,4.0,7.0,2.0,,8.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0,6.0,5.0,2.0,3.0,1.0,4.0,8.0,,7.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0
superconductivity,Regression,81,5312,256,nn,expected_gradients,na,8.0,1.0,3.0,2.0,5.0,4.0,7.0,,6.0,6.0,5.0,1.0,3.0,4.0,7.0,2.0,,8.0,6.0,5.0,3.0,4.0,1.0,2.0,8.0,,7.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0,6.0,5.0,3.0,4.0,1.0,2.0,8.0,,7.0
texture,Classification,40,1373,8,nn,expected_gradients,na,9.0,1.0,5.0,4.0,6.0,7.0,8.0,2.0,3.0,2.0,9.0,5.0,7.0,8.0,3.0,6.0,4.0,1.0,6.0,7.0,3.0,2.0,5.0,1.0,9.0,4.0,8.0,6.0,7.0,2.0,3.0,4.0,1.0,9.0,5.0,8.0,6.0,7.0,3.0,2.0,4.0,1.0,9.0,5.0,8.0
texture,Classification,40,1373,16,nn,expected_gradients,na,9.0,1.0,4.0,3.0,6.0,5.0,7.0,2.0,8.0,1.0,9.0,5.0,7.0,8.0,3.0,6.0,4.0,2.0,6.0,7.0,1.0,4.0,2.0,3.0,9.0,5.0,8.0,7.0,6.0,1.0,4.0,2.0,3.0,9.0,5.0,8.0,6.0,7.0,1.0,4.0,2.0,3.0,9.0,5.0,8.0
texture,Classification,40,1373,32,nn,expected_gradients,na,9.0,1.0,4.0,3.0,5.0,6.0,7.0,2.0,8.0,2.0,9.0,5.0,6.0,7.0,3.0,4.0,8.0,1.0,7.0,6.0,3.0,1.0,2.0,4.0,9.0,5.0,8.0,7.0,6.0,4.0,3.0,1.0,2.0,9.0,5.0,8.0,7.0,6.0,2.0,1.0,4.0,3.0,9.0,5.0,8.0
texture,Classification,40,1373,64,nn,expected_gradients,na,9.0,1.0,4.0,3.0,5.0,6.0,7.0,2.0,8.0,2.0,8.0,5.0,6.0,7.0,3.0,4.0,9.0,1.0,6.0,7.0,4.0,2.0,3.0,1.0,9.0,5.0,8.0,7.0,6.0,3.0,1.0,2.0,4.0,9.0,5.0,8.0,6.0,7.0,4.0,1.0,3.0,2.0,9.0,5.0,8.0
texture,Classification,40,1373,128,nn,expected_gradients,na,9.0,1.0,4.0,3.0,5.0,6.0,7.0,2.0,8.0,2.0,9.0,4.0,6.0,7.0,3.0,5.0,8.0,1.0,7.0,6.0,2.0,1.0,4.0,3.0,9.0,5.0,8.0,7.0,6.0,2.0,1.0,3.0,4.0,9.0,5.0,8.0,7.0,6.0,4.0,1.0,3.0,2.0,9.0,5.0,8.0
video_transcoding,Regression,18,17196,32,nn,sage,permutation,8.0,1.0,3.0,4.0,6.0,5.0,7.0,,2.0,8.0,5.0,6.0,4.0,7.0,3.0,2.0,,1.0,5.0,6.0,4.0,3.0,2.0,1.0,7.0,,8.0,5.0,6.0,2.0,1.0,3.0,4.0,8.0,,7.0,5.0,3.0,3.0,4.0,1.0,2.0,7.0,,6.0
video_transcoding,Regression,18,17196,32,nn,shap,kernel,,1.0,5.0,3.0,6.0,4.0,7.0,,2.0,,3.0,7.0,6.0,4.0,1.0,5.0,,2.0,,5.0,3.0,2.0,4.0,1.0,6.0,,7.0,,5.0,2.0,1.0,3.0,4.0,7.0,,6.0,,5.0,3.0,1.0,4.0,2.0,7.0,,6.0
video_transcoding,Regression,18,17196,32,xgb,sage,permutation,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,7.0,6.0,4.0,5.0,3.0,2.0,8.0,,1.0,5.0,6.0,3.0,4.0,2.0,1.0,7.0,,8.0,5.0,6.0,2.0,1.0,3.0,4.0,8.0,,7.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,,4.0
video_transcoding,Regression,18,17196,32,xgb,shap,kernel,,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,,6.0,1.0,2.0,4.0,7.0,3.0,,5.0,,5.0,4.0,1.0,3.0,2.0,6.0,,7.0,,5.0,2.0,1.0,3.0,4.0,7.0,,6.0,,5.0,4.0,3.0,1.0,2.0,7.0,,6.0
video_transcoding,Regression,18,17196,64,nn,sage,permutation,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,4.0,8.0,6.0,7.0,5.0,3.0,2.0,,1.0,6.0,5.0,3.0,1.0,4.0,2.0,8.0,,7.0,6.0,5.0,1.0,3.0,2.0,4.0,8.0,,7.0,5.0,3.0,2.0,4.0,4.0,1.0,7.0,,6.0
video_transcoding,Regression,18,17196,64,nn,shap,kernel,,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,,3.0,7.0,6.0,5.0,1.0,4.0,,2.0,,5.0,3.0,1.0,2.0,4.0,7.0,,6.0,,5.0,1.0,3.0,2.0,4.0,7.0,,6.0,,5.0,4.0,1.0,2.0,3.0,7.0,,6.0
video_transcoding,Regression,18,17196,64,xgb,sage,permutation,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,2.0,6.0,3.0,7.0,4.0,5.0,8.0,,1.0,6.0,5.0,4.0,1.0,3.0,2.0,7.0,,8.0,6.0,5.0,1.0,3.0,2.0,4.0,8.0,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,2.0
video_transcoding,Regression,18,17196,64,xgb,shap,kernel,,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,,6.0,1.0,2.0,4.0,7.0,3.0,,5.0,,5.0,3.0,1.0,2.0,4.0,6.0,,7.0,,5.0,1.0,3.0,2.0,4.0,7.0,,6.0,,5.0,3.0,2.0,1.0,4.0,7.0,,6.0
video_transcoding,Regression,18,17196,128,nn,sage,permutation,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,3.0,8.0,5.0,6.0,7.0,4.0,2.0,,1.0,6.0,5.0,4.0,2.0,3.0,1.0,8.0,,7.0,6.0,5.0,4.0,2.0,1.0,3.0,8.0,,7.0,2.0,4.0,1.0,3.0,1.0,2.0,6.0,,5.0
video_transcoding,Regression,18,17196,128,nn,shap,kernel,,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,,3.0,7.0,6.0,4.0,1.0,5.0,,2.0,,5.0,3.0,2.0,1.0,4.0,7.0,,6.0,,5.0,4.0,2.0,1.0,3.0,7.0,,6.0,,5.0,4.0,1.0,2.0,3.0,7.0,,6.0
video_transcoding,Regression,18,17196,128,xgb,sage,permutation,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,2.0,3.0,5.0,7.0,6.0,4.0,8.0,,1.0,6.0,5.0,4.0,2.0,3.0,1.0,7.0,,8.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,,4.0
video_transcoding,Regression,18,17196,128,xgb,shap,kernel,,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,,6.0,1.0,2.0,3.0,7.0,4.0,,5.0,,5.0,2.0,3.0,1.0,4.0,7.0,,6.0,,5.0,3.0,2.0,1.0,4.0,7.0,,6.0,,5.0,3.0,2.0,1.0,4.0,7.0,,6.0
video_transcoding,Regression,18,17196,256,nn,sage,permutation,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,2.0,8.0,6.0,5.0,7.0,4.0,3.0,,1.0,5.0,6.0,3.0,4.0,2.0,1.0,8.0,,7.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,,2.0
video_transcoding,Regression,18,17196,256,nn,shap,kernel,,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,,3.0,7.0,4.0,6.0,1.0,5.0,,2.0,,5.0,3.0,4.0,1.0,2.0,7.0,,6.0,,5.0,3.0,2.0,1.0,4.0,7.0,,6.0,,5.0,2.0,3.0,1.0,4.0,7.0,,6.0
video_transcoding,Regression,18,17196,256,xgb,sage,permutation,8.0,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,2.0,6.0,4.0,5.0,3.0,7.0,8.0,,1.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,3.0
video_transcoding,Regression,18,17196,256,xgb,shap,kernel,,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,,6.0,1.0,2.0,3.0,7.0,4.0,,5.0,,5.0,4.0,3.0,1.0,2.0,7.0,,6.0,,5.0,3.0,2.0,1.0,4.0,7.0,,6.0,,5.0,4.0,3.0,1.0,2.0,7.0,,6.0
video_transcoding,Regression,18,17196,512,nn,sage,permutation,8.0,1.0,5.0,3.0,6.0,4.0,7.0,,2.0,2.0,8.0,6.0,5.0,7.0,4.0,3.0,,1.0,6.0,5.0,2.0,1.0,3.0,4.0,8.0,,7.0,6.0,5.0,3.0,2.0,1.0,4.0,8.0,,7.0,2.0,4.0,4.0,2.0,3.0,1.0,6.0,,5.0
video_transcoding,Regression,18,17196,512,nn,shap,kernel,,1.0,4.0,3.0,6.0,5.0,7.0,,2.0,,3.0,7.0,4.0,5.0,1.0,6.0,,2.0,,5.0,2.0,4.0,3.0,1.0,7.0,,6.0,,5.0,3.0,2.0,1.0,4.0,7.0,,6.0,,5.0,3.0,4.0,2.0,1.0,7.0,,6.0
